"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Depok","Thunderstorm","thunderstorm",28.26,24.55,31.29,35.26,98,106.8186,-6.4,2024-01-07 09:13:41.342643
"2","ID","Depok","Rain","heavy intensity rain",28.26,24.55,31.29,35.26,98,106.8186,-6.4,2024-01-07 09:13:41.342643
