"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Tangerang","Thunderstorm","thunderstorm",26.88,26.15,29.3,30.79,94,106.63,-6.1781,2024-01-02 18:18:30.957408
"2","ID","Tangerang","Rain","light rain",26.88,26.15,29.3,30.79,94,106.63,-6.1781,2024-01-02 18:18:30.957408
