"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","PH","Solo","Clouds","overcast clouds",28.61,28.61,28.61,31.89,70,120.9012,13.7469,2024-04-18 01:01:44.84834
