"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Pringsewu","Clouds","overcast clouds",32.88,32.88,32.88,35.77,1009,4.59,49,104.9744,-5.3582,2024-10-23 06:12:41.078536
