"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Cirebon","Clouds","few clouds",28.8,28.8,28.8,33.21,1012,1.96,75,108.557,-6.7063,2025-06-24 00:47:26.243463
