"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Gorontalo","Clouds","overcast clouds",24.13,24.13,24.13,25.16,1009,1.33,98,123.0595,0.5412,2025-12-21 14:09:13.774373
