"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Bima","Clouds","broken clouds",27.84,27.84,27.84,32.3,84,118.7167,-8.4667,2024-05-01 01:07:59.487492
