"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Sorong","Clouds","overcast clouds",28.59,28.59,28.59,33.25,1010,3.08,78,131.25,-0.8833,2024-06-05 08:09:33.609056
