"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Surabaya","Rain","light rain",27.79,25.97,27.79,28.57,54,112.7508,-7.2492,2024-02-16 18:17:45.917392
