"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Bandar Lampung","Clouds","overcast clouds",29.93,29.93,29.93,35.35,72,105.258,-5.4254,2024-03-05 09:14:26.174565
