"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Palu","Clouds","overcast clouds",24.15,24.15,24.15,25.18,1013,1.25,98,119.8707,-0.8917,2025-08-31 16:10:04.716556
