"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Jakarta","Haze","haze",30.36,27.72,32.9,37.36,87,106.8451,-6.2146,2024-02-28 06:18:59.74945
