"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Pekanbaru","Clouds","few clouds",33.18,33.18,33.18,34.07,1008,4.12,40,101.45,0.5333,2025-07-18 04:31:30.444357
