"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Malang","Rain","moderate rain",25.27,25.27,25.27,26.28,93,112.6304,-7.9797,2024-02-25 09:13:27.763296
