"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Probolinggo","Clear","clear sky",31.16,31.16,31.16,33.09,1008,4.31,51,113.2159,-7.7543,2024-08-14 06:11:11.715505
