"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Tangerang","Clouds","broken clouds",28.17,26.95,30.67,34.1,89,106.63,-6.1781,2024-03-17 06:17:03.243438
