"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Tebing Tinggi","Clouds","broken clouds",33.2,33.2,33.2,35.05,44,99.1623,3.3274,2024-03-17 06:17:01.410063
