"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Kendari","Clouds","broken clouds",24.04,24.04,24.04,24.75,1012,1.01,86,122.4989,-3.945,2025-08-04 16:15:30.990983
