"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Ambon City","Clouds","broken clouds",30.49,28.08,30.49,37.49,95,128.1814,-3.6954,2024-05-20 06:20:42.726432
