"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Metro","Clouds","few clouds",26.79,26.79,26.79,29.36,81,105.3067,-5.1131,2024-02-09 00:59:53.162017
