"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Bogor","Clouds","overcast clouds",30,26.55,30.88,36.56,76,106.7892,-6.5944,2024-01-28 09:14:15.3745
