"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Depok","Clouds","scattered clouds",29.02,28.45,30.11,34.58,1009,5.14,79,106.8186,-6.4,2026-02-06 08:28:24.174769
