"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Metro","Clouds","overcast clouds",24.17,24.17,24.17,25.04,1006,0.74,92,105.3067,-5.1131,2024-12-06 22:08:31.430133
