"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Pringsewu","Rain","very heavy rain",29.16,29.16,29.16,34.52,77,104.9744,-5.3582,2024-04-23 09:14:54.585038
