"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Gresik","Clouds","overcast clouds",24.99,24.95,24.99,25.89,1010,1.86,90,112.6561,-7.1539,2024-11-03 22:08:07.096203
