"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Semarang","Clouds","broken clouds",26.98,26.98,26.98,28.82,1013,2.07,70,110.4203,-6.9932,2024-08-24 16:07:54.190422
