"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Depok","Clouds","scattered clouds",32.04,30.85,33.13,39.04,84,106.8186,-6.4,2024-03-01 06:21:09.272027
