"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Bekasi","Rain","light rain",26.8,25.48,27.07,30.26,91,106.9896,-6.2349,2024-05-24 21:15:15.572483
