"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1","ID","Bandung","Clouds","few clouds",22.66,22.66,22.68,23.33,90,107.6186,-6.9039,2024-05-13 18:19:04.191171
