"","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1","ID","Samarinda","Clouds","overcast clouds",27.54,27.54,27.54,30.98,1008,1.33,80,117.15,-0.5,2025-09-06 08:11:30.805306
