"","X","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1",1,"ID","Samarinda","Rain","light rain",27.2,27.2,27.2,31.8,94,117.15,-0.5,"2024-05-20 09:18:40.010112"
"2",1,"ID","Balikpapan","Rain","light rain",28.55,28.55,28.55,35.32,89,116.8289,-1.2675,"2024-05-20 09:18:40.512099"
"3",1,"ID","Bandar Lampung","Clouds","overcast clouds",27.6,27.6,27.6,32.07,87,105.258,-5.4254,"2024-05-20 09:18:40.827638"
"4",1,"ID","Metro","Clouds","broken clouds",29.52,29.52,29.52,34.78,74,105.3067,-5.1131,"2024-05-20 09:18:41.22062"
"5",1,"ID","Pringsewu","Clouds","broken clouds",28.34,28.34,28.34,33.87,85,104.9744,-5.3582,"2024-05-20 09:18:41.547655"
"6",1,"ID","Palembang","Rain","moderate rain",28.05,28.05,28.05,32.71,83,104.7458,-2.9167,"2024-05-20 09:18:41.975619"
"7",1,"ID","Surabaya","Clouds","few clouds",30.97,30.97,30.97,35.29,62,112.7508,-7.2492,"2024-05-20 09:18:42.270944"
"8",1,"ID","Gresik","Clouds","overcast clouds",30.95,30.95,30.95,34.99,61,112.6561,-7.1539,"2024-05-20 09:18:42.567989"
"9",1,"ID","Sidoarjo","Clouds","few clouds",30.98,30.98,30.98,35.31,62,112.7183,-7.4478,"2024-05-20 09:18:42.944952"
"10",1,"ID","Malang","Clouds","overcast clouds",24.25,24.25,24.25,25.11,91,112.6304,-7.9797,"2024-05-20 09:18:43.313995"
"11",1,"ID","Probolinggo","Clouds","broken clouds",28.68,28.68,28.68,32.04,70,113.2159,-7.7543,"2024-05-20 09:18:43.569505"
"12",1,"ID","Semarang","Clouds","scattered clouds",33.96,33.96,33.96,37.97,49,110.4203,-6.9932,"2024-05-20 09:18:44.110697"
"13",1,"PH","Solo","Clouds","overcast clouds",30.42,30.42,30.42,36.35,71,120.9012,13.7469,"2024-05-20 09:18:44.421245"
"14",1,"ID","Yogyakarta","Clouds","broken clouds",27.36,27.36,27.36,29.89,74,110.3608,-7.7828,"2024-05-20 09:18:44.74488"
"15",1,"ID","Medan","Clouds","few clouds",32.79,32.79,33.02,39.79,66,98.6667,3.5833,"2024-05-20 09:18:45.199482"
"16",1,"ID","Tebing Tinggi","Clouds","overcast clouds",29.68,29.68,29.68,36.44,79,99.1623,3.3274,"2024-05-20 09:18:45.732824"
"17",1,"ID","Makassar","Clouds","few clouds",31.03,31.03,31.03,38.03,74,119.4221,-5.14,"2024-05-20 09:18:46.090108"
"18",1,"ID","Jakarta","Haze","haze",33.16,31.61,33.38,37.85,54,106.8451,-6.2146,"2024-05-20 09:18:46.440814"
"19",1,"ID","Tangerang","Clouds","scattered clouds",32.08,31.61,33.37,37.26,60,106.63,-6.1781,"2024-05-20 09:18:46.875434"
"20",1,"ID","Tangerang Selatan","Clouds","scattered clouds",33.2,31.44,33.21,37.94,54,106.7085,-6.2955,"2024-05-20 09:18:47.263394"
"21",1,"ID","Bogor","Clouds","broken clouds",31.59,31.59,31.92,38.59,77,106.7892,-6.5944,"2024-05-20 09:18:47.77305"
"22",1,"ID","Depok","Haze","haze",32.7,31.12,32.88,36.84,54,106.8186,-6.4,"2024-05-20 09:18:48.232664"
"23",1,"ID","Bekasi","Haze","haze",33.07,31.59,33.35,37.97,55,106.9896,-6.2349,"2024-05-20 09:18:48.566175"
"24",1,"ID","Manado","Clouds","few clouds",31.43,31.43,31.43,38.43,70,124.8455,1.487,"2024-05-20 09:18:48.970271"
"25",1,"ID","Jayapura","Clouds","overcast clouds",28.66,28.66,28.66,35.66,90,140.7,-2.5333,"2024-05-20 09:18:49.226591"
"26",1,"ID","Bandung","Clouds","overcast clouds",27.68,27.68,27.68,28.89,59,107.6186,-6.9039,"2024-05-20 09:18:49.51352"
"27",1,"ID","Pontianak","Clouds","broken clouds",28.88,28.88,28.99,35.88,94,109.3333,-0.0333,"2024-05-20 09:18:49.920198"
"28",1,"ID","Ambon City","Clouds","broken clouds",28.82,28.08,28.82,35.82,95,128.1814,-3.6954,"2024-05-20 09:18:50.178188"
"29",1,"ID","Bima","Clouds","overcast clouds",28.17,28.17,28.17,31.58,74,118.7167,-8.4667,"2024-05-20 09:18:50.474024"
"30",1,"ID","Banjarmasin","Clouds","broken clouds",32.08,32.08,32.08,39.08,71,114.591,-3.3244,"2024-05-20 09:18:50.855923"
"31",1,"ID","Palu","Clouds","scattered clouds",28.92,28.92,28.92,35.92,88,119.8707,-0.8917,"2024-05-20 09:18:51.388985"
"32",1,"ID","Kendari","Clouds","scattered clouds",27.27,27.27,27.27,30.03,77,122.4989,-3.945,"2024-05-20 09:18:51.830192"
"33",1,"ID","Gorontalo","Clouds","broken clouds",28.08,28.08,28.08,33.29,86,123.0595,0.5412,"2024-05-20 09:18:52.136857"
"34",1,"ID","Bitung","Clouds","overcast clouds",31.47,31.47,31.47,38.47,80,125.1824,1.4451,"2024-05-20 09:18:52.402357"
"35",1,"ID","Banda Aceh","Clouds","overcast clouds",27.42,27.42,27.42,31.7,88,95.3222,5.5577,"2024-05-20 09:18:52.786493"
"36",1,"ID","Pekanbaru","Clouds","few clouds",32.18,32.18,32.18,39.18,66,101.45,0.5333,"2024-05-20 09:18:53.031569"
"37",1,"ID","Padang","Rain","light rain",29.03,29.03,29.03,36.03,86,100.3543,-0.9492,"2024-05-20 09:18:53.505018"
"38",1,"ID","Kupang","Clouds","few clouds",30.32,30.32,30.32,36.91,74,123.5833,-10.1667,"2024-05-20 09:18:53.870835"
"39",1,"ID","Sorong","Clouds","overcast clouds",27.9,27.9,27.9,32.77,86,131.25,-0.8833,"2024-05-20 09:18:54.399209"
"40",1,"ID","Denpasar","Clouds","broken clouds",28.73,28.73,28.81,33.8,79,115.2167,-8.65,"2024-05-20 09:18:54.935785"
"41",1,"ID","Cirebon","Clouds","overcast clouds",30.36,30.36,30.36,34.44,64,108.557,-6.7063,"2024-05-20 09:18:55.283565"
"42",1,"ID","Tasikmalaya","Clouds","overcast clouds",25.24,25.24,25.24,25.96,82,108.2207,-7.3274,"2024-05-20 09:18:55.699243"
"43",1,"ID","Samarinda","Clouds","overcast clouds",24.73,24.73,24.73,25.82,98,117.15,-0.5,"2024-05-20 12:30:26.274948"
"44",1,"ID","Balikpapan","Clouds","overcast clouds",27.24,27.24,27.24,30.95,86,116.8289,-1.2675,"2024-05-20 12:30:26.703811"
"45",1,"ID","Bandar Lampung","Rain","light rain",24.4,24.4,24.4,25.4,96,105.258,-5.4254,"2024-05-20 12:30:27.355208"
"46",1,"ID","Metro","Clouds","few clouds",25.41,25.41,25.41,26.36,90,105.3067,-5.1131,"2024-05-20 12:30:27.964174"
"47",1,"ID","Pringsewu","Clouds","scattered clouds",24.6,24.6,24.6,25.67,98,104.9744,-5.3582,"2024-05-20 12:30:28.321819"
"48",1,"ID","Palembang","Clouds","scattered clouds",28.05,28.05,28.05,33.73,89,104.7458,-2.9167,"2024-05-20 12:30:28.771418"
"49",1,"ID","Surabaya","Clouds","few clouds",28.97,28.97,28.97,34.44,79,112.7508,-7.2492,"2024-05-20 12:30:29.429466"
"50",1,"ID","Gresik","Clouds","few clouds",28.95,28.95,28.95,33.97,77,112.6561,-7.1539,"2024-05-20 12:30:29.949849"
"51",1,"ID","Sidoarjo","Clouds","few clouds",28.98,28.98,28.98,34.47,79,112.7183,-7.4478,"2024-05-20 12:30:30.585563"
"52",1,"ID","Malang","Clouds","broken clouds",22.15,22.15,22.15,22.95,97,112.6304,-7.9797,"2024-05-20 12:30:31.083306"
"53",1,"ID","Probolinggo","Clouds","overcast clouds",25.64,25.64,25.64,26.51,86,113.2159,-7.7543,"2024-05-20 12:30:31.658836"
"54",1,"ID","Semarang","Clouds","scattered clouds",30.96,30.96,30.96,37.49,70,110.4203,-6.9932,"2024-05-20 12:30:32.133902"
"55",1,"PH","Solo","Clouds","overcast clouds",29.72,29.72,29.72,35.06,73,120.9012,13.7469,"2024-05-20 12:30:32.71204"
"56",1,"ID","Yogyakarta","Clouds","scattered clouds",23.67,23.67,23.67,24.47,91,110.3608,-7.7828,"2024-05-20 12:30:33.360941"
"57",1,"ID","Medan","Rain","moderate rain",30.02,30.02,30.02,37.02,84,98.6667,3.5833,"2024-05-20 12:30:34.022659"
"58",1,"ID","Tebing Tinggi","Clouds","overcast clouds",26.18,26.18,26.18,26.18,93,99.1623,3.3274,"2024-05-20 12:30:34.403819"
"59",1,"ID","Makassar","Clouds","few clouds",27.03,27.03,27.03,31.95,100,119.4221,-5.14,"2024-05-20 12:30:34.869803"
"60",1,"ID","Jakarta","Clouds","scattered clouds",30.24,28.21,30.61,35.13,68,106.8451,-6.2146,"2024-05-20 12:30:35.435156"
"61",1,"ID","Tangerang","Clouds","scattered clouds",30.07,28.2,30.6,34.97,69,106.63,-6.1781,"2024-05-20 12:30:35.864199"
"62",1,"ID","Tangerang Selatan","Clouds","scattered clouds",30,28.04,30.44,35.28,71,106.7085,-6.2955,"2024-05-20 12:30:36.326533"
"63",1,"ID","Bogor","Clouds","overcast clouds",26.75,26.75,29.15,29.86,88,106.7892,-6.5944,"2024-05-20 12:30:36.816061"
"64",1,"ID","Depok","Clouds","scattered clouds",28.62,27.72,30.11,32.6,74,106.8186,-6.4,"2024-05-20 12:30:37.458491"
"65",1,"ID","Bekasi","Clouds","scattered clouds",29.99,28.18,30.58,35.01,70,106.9896,-6.2349,"2024-05-20 12:30:37.999771"
"66",1,"ID","Manado","Clouds","few clouds",28.43,28.43,28.43,32.84,78,124.8455,1.487,"2024-05-20 12:30:38.431232"
"67",1,"ID","Jayapura","Clouds","overcast clouds",25.66,25.66,25.66,26.66,91,140.7,-2.5333,"2024-05-20 12:30:38.864506"
"68",1,"ID","Bandung","Clouds","overcast clouds",24.34,24.34,24.34,24.94,81,107.6186,-6.9039,"2024-05-20 12:30:39.182786"
"69",1,"ID","Pontianak","Rain","light rain",27.77,27.77,28.99,34.71,100,109.3333,-0.0333,"2024-05-20 12:30:39.810629"
"70",1,"ID","Ambon City","Clouds","broken clouds",27.71,26.08,27.71,33.64,95,128.1814,-3.6954,"2024-05-20 12:30:40.193043"
