"","X","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1",1,"ID","Samarinda","Clouds","broken clouds",31.08,31.08,31.08,36.63,1010,1.73,66,117.15,-0.5,"2024-05-31 04:09:54.26688"
"2",1,"ID","Balikpapan","Clouds","few clouds",31.55,31.55,31.55,38.55,1011,3.09,74,116.8289,-1.2675,"2024-05-31 04:09:54.677128"
"3",1,"ID","Bandar Lampung","Clouds","broken clouds",30.98,30.98,30.98,35.31,1011,1.91,62,105.258,-5.4254,"2024-05-31 04:09:55.326731"
"4",1,"ID","Metro","Clouds","scattered clouds",30.82,30.82,30.82,35.47,1011,2.27,64,105.3067,-5.1131,"2024-05-31 04:09:55.777438"
"5",1,"ID","Pringsewu","Clouds","scattered clouds",33.02,33.02,33.02,38.19,1011,0.28,56,104.9744,-5.3582,"2024-05-31 04:09:56.316851"
"6",1,"ID","Palembang","Clouds","broken clouds",30.05,30.05,30.05,37.05,1010,3.09,79,104.7458,-2.9167,"2024-05-31 04:09:56.793808"
"7",1,"ID","Surabaya","Clouds","few clouds",31.97,31.97,31.97,37.62,1011,2.06,62,112.7508,-7.2492,"2024-05-31 04:09:57.299869"
"8",1,"ID","Gresik","Clouds","scattered clouds",31.95,31.95,31.95,35.27,1010,2.06,54,112.6561,-7.1539,"2024-05-31 04:09:57.654332"
"9",1,"ID","Sidoarjo","Clouds","few clouds",31.98,31.98,31.98,37.64,1011,2.06,62,112.7183,-7.4478,"2024-05-31 04:09:58.246848"
"10",1,"ID","Malang","Clouds","broken clouds",29.87,29.87,29.87,32.59,1012,1.72,60,112.6304,-7.9797,"2024-05-31 04:09:58.849016"
"11",1,"ID","Probolinggo","Clouds","broken clouds",32.99,32.99,32.99,37.47,1010,2.19,54,113.2159,-7.7543,"2024-05-31 04:09:59.384042"
"12",1,"ID","Semarang","Clouds","few clouds",32.96,32.96,32.96,37.72,1010,5.14,55,110.4203,-6.9932,"2024-05-31 04:09:59.753747"
"13",1,"PH","Solo","Clouds","overcast clouds",30.78,30.78,30.78,37.78,1010,7.36,73,120.9012,13.7469,"2024-05-31 04:10:00.285118"
"14",1,"ID","Yogyakarta","Clouds","overcast clouds",29.38,29.38,29.38,33.17,1012,2.76,68,110.3608,-7.7828,"2024-05-31 04:10:00.735559"
"15",1,"ID","Medan","Clouds","scattered clouds",30.57,30.57,31.02,37.57,1010,3.13,74,98.6667,3.5833,"2024-05-31 04:10:01.267197"
"16",1,"ID","Tebing Tinggi","Clouds","broken clouds",32.8,32.8,32.8,38.33,1009,1.49,58,99.1623,3.3274,"2024-05-31 04:10:02.032549"
"17",1,"ID","Makassar","Clouds","few clouds",32.03,32.03,32.03,39.03,1010,2.06,70,119.4221,-5.14,"2024-05-31 04:10:03.070173"
"18",1,"ID","Jakarta","Haze","haze",34.04,31.61,35.12,41.04,1009,1.54,79,106.8451,-6.2146,"2024-05-31 04:10:03.434406"
"19",1,"ID","Tangerang","Haze","haze",32.54,31.61,35.11,38.7,1010,3.09,61,106.63,-6.1781,"2024-05-31 04:10:04.254503"
"20",1,"ID","Tangerang Selatan","Haze","haze",34.89,31.44,34.95,41.89,1012,3.09,69,106.7085,-6.2955,"2024-05-31 04:10:04.852479"
"21",1,"ID","Bogor","Clouds","broken clouds",33.55,31.59,33.66,40.55,1011,0.97,65,106.7892,-6.5944,"2024-05-31 04:10:05.384387"
"22",1,"ID","Depok","Haze","haze",33.93,31.12,34.62,40.93,1010,1.54,71,106.8186,-6.4,"2024-05-31 04:10:05.96836"
"23",1,"ID","Bekasi","Haze","haze",33.79,31.59,35.09,40.79,1010,1.54,58,106.9896,-6.2349,"2024-05-31 04:10:06.392896"
"24",1,"ID","Manado","Rain","light rain",26.43,26.43,26.43,26.43,1014,2.57,94,124.8455,1.487,"2024-05-31 04:10:07.044269"
"25",1,"ID","Jayapura","Clouds","broken clouds",30.66,30.66,30.66,37.66,1009,2.85,76,140.7,-2.5333,"2024-05-31 04:10:07.501386"
"26",1,"ID","Bandung","Clouds","broken clouds",29.29,29.29,29.29,30.74,1012,1.51,55,107.6186,-6.9039,"2024-05-31 04:10:07.874571"
"27",1,"ID","Pontianak","Clouds","scattered clouds",29.99,29.99,29.99,36.99,1010,3.09,89,109.3333,-0.0333,"2024-05-31 04:10:08.278966"
"28",1,"ID","Ambon City","Rain","light rain",31.6,29.08,31.6,38.6,1012,2.57,92,128.1814,-3.6954,"2024-05-31 04:10:08.935621"
"29",1,"ID","Bima","Clouds","scattered clouds",32.29,32.29,32.29,38.08,1011,2.59,61,118.7167,-8.4667,"2024-05-31 04:10:09.593564"
"30",1,"ID","Banjarmasin","Clouds","overcast clouds",32.08,32.08,32.08,39.08,1009,0.33,75,114.591,-3.3244,"2024-05-31 04:10:10.317615"
"31",1,"ID","Palu","Clouds","scattered clouds",33.83,33.83,33.83,40.83,1011,1.44,59,119.8707,-0.8917,"2024-05-31 04:10:10.75269"
"32",1,"ID","Kendari","Clouds","scattered clouds",30.71,30.71,30.71,35.73,1011,2.73,66,122.4989,-3.945,"2024-05-31 04:10:11.200408"
"33",1,"ID","Gorontalo","Rain","light rain",30.23,30.23,30.23,37.22,1011,2.04,76,123.0595,0.5412,"2024-05-31 04:10:11.693974"
"34",1,"ID","Bitung","Rain","light rain",26.47,26.47,26.47,26.47,1011,2.7,71,125.1824,1.4451,"2024-05-31 04:10:12.082255"
"35",1,"ID","Banda Aceh","Clouds","overcast clouds",28.74,28.74,28.74,32.69,1011,7.54,73,95.3222,5.5577,"2024-05-31 04:10:12.469951"
"36",1,"ID","Pekanbaru","Clouds","scattered clouds",31.18,31.18,31.18,38.18,1009,2.57,79,101.45,0.5333,"2024-05-31 04:10:13.095521"
"37",1,"ID","Padang","Clouds","overcast clouds",30.03,30.03,30.03,37.03,1011,1.39,81,100.3543,-0.9492,"2024-05-31 04:10:13.543472"
"38",1,"ID","Kupang","Clouds","few clouds",35.32,35.32,35.32,42.32,1013,4.12,66,123.5833,-10.1667,"2024-05-31 04:10:14.14125"
