"","X","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1",1,"ID","Samarinda","Rain","light rain",33.58,33.58,33.58,39.16,55,117.15,-0.5,"2024-05-17 03:16:52.932858"
"2",1,"ID","Balikpapan","Rain","moderate rain",26.55,26.55,26.55,26.55,94,116.8289,-1.2675,"2024-05-17 03:16:53.534607"
"3",1,"ID","Bandar Lampung","Clouds","overcast clouds",29.98,29.98,29.98,34.99,70,105.258,-5.4254,"2024-05-17 03:16:54.137193"
"4",1,"ID","Metro","Clouds","overcast clouds",29.48,29.48,29.48,34.46,73,105.3067,-5.1131,"2024-05-17 03:16:54.647556"
"5",1,"ID","Pringsewu","Clouds","overcast clouds",30.3,30.3,30.3,35.27,68,104.9744,-5.3582,"2024-05-17 03:16:55.126727"
"6",1,"ID","Palembang","Clouds","scattered clouds",31.05,31.05,31.05,38.05,74,104.7458,-2.9167,"2024-05-17 03:16:55.781015"
"7",1,"ID","Surabaya","Clouds","few clouds",31.97,31.97,31.97,37.62,62,112.7508,-7.2492,"2024-05-17 03:16:56.15577"
"8",1,"ID","Gresik","Clouds","scattered clouds",31.95,31.95,31.95,36.09,57,112.6561,-7.1539,"2024-05-17 03:16:56.52797"
"9",1,"ID","Sidoarjo","Clouds","few clouds",31.98,31.98,31.98,37.64,62,112.7183,-7.4478,"2024-05-17 03:16:56.922941"
"10",1,"ID","Malang","Clouds","broken clouds",30,30,30,31.89,55,112.6304,-7.9797,"2024-05-17 03:16:57.388067"
"11",1,"ID","Probolinggo","Clouds","scattered clouds",31.05,31.05,31.05,34.7,59,113.2159,-7.7543,"2024-05-17 03:16:57.907082"
"12",1,"ID","Semarang","Clouds","few clouds",32.96,32.96,32.96,36.79,52,110.4203,-6.9932,"2024-05-17 03:16:58.263368"
"13",1,"PH","Solo","Clouds","few clouds",30.68,30.68,30.68,36.2,68,120.9012,13.7469,"2024-05-17 03:16:58.737586"
"14",1,"ID","Yogyakarta","Clear","clear sky",29.51,29.51,29.51,32.66,64,110.3608,-7.7828,"2024-05-17 03:16:59.132918"
"15",1,"ID","Medan","Clouds","few clouds",30.01,30.01,30.02,35.06,70,98.6667,3.5833,"2024-05-17 03:16:59.604333"
"16",1,"ID","Tebing Tinggi","Clouds","overcast clouds",24.68,24.68,24.68,25.74,97,99.1623,3.3274,"2024-05-17 03:17:00.121327"
"17",1,"ID","Makassar","Clouds","scattered clouds",32.03,32.03,32.03,39.03,79,119.4221,-5.14,"2024-05-17 03:17:00.652135"
"18",1,"ID","Jakarta","Haze","haze",32.05,32.05,32.96,36.59,58,106.8451,-6.2146,"2024-05-17 03:17:01.208309"
"19",1,"ID","Tangerang","Clouds","scattered clouds",32.95,32.04,32.95,38.69,58,106.63,-6.1781,"2024-05-17 03:17:01.656672"
"20",1,"ID","Tangerang Selatan","Clouds","scattered clouds",32.79,31.88,32.79,38.31,58,106.7085,-6.2955,"2024-05-17 03:17:02.293824"
"21",1,"ID","Bogor","Clouds","overcast clouds",30.59,30.59,30.59,37.59,75,106.7892,-6.5944,"2024-05-17 03:17:02.91172"
"22",1,"ID","Depok","Haze","haze",31.55,31.55,32.47,35.5,58,106.8186,-6.4,"2024-05-17 03:17:03.599255"
"23",1,"ID","Bekasi","Haze","haze",32.02,32.02,32.94,36.53,58,106.9896,-6.2349,"2024-05-17 03:17:04.012697"
"24",1,"ID","Manado","Clouds","scattered clouds",33.43,33.43,33.43,40.43,66,124.8455,1.487,"2024-05-17 03:17:04.504869"
"25",1,"ID","Jayapura","Clouds","overcast clouds",31.66,31.66,31.66,38.1,66,140.7,-2.5333,"2024-05-17 03:17:04.869783"
"26",1,"ID","Bandung","Clouds","overcast clouds",27.09,27.09,27.09,28.67,66,107.6186,-6.9039,"2024-05-17 03:17:05.152402"
"27",1,"ID","Pontianak","Clouds","broken clouds",30.55,30.55,30.99,37.55,79,109.3333,-0.0333,"2024-05-17 03:17:05.648501"
"28",1,"ID","Ambon City","Clouds","scattered clouds",31.08,31.08,31.08,38.08,74,128.1814,-3.6954,"2024-05-17 03:17:06.037298"
