"","X","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1",1,"ID","Samarinda","Rain","moderate rain",27.94,27.94,27.94,31.95,80,117.15,-0.5,"2024-05-03 09:15:50.914377"
"2",1,"ID","Balikpapan","Clouds","scattered clouds",26.55,26.55,26.55,26.55,94,116.8289,-1.2675,"2024-05-03 09:15:51.427744"
"3",1,"ID","Bandar Lampung","Rain","light rain",29.57,29.57,29.57,36.37,80,105.258,-5.4254,"2024-05-03 09:15:51.80009"
"4",1,"ID","Metro","Clouds","scattered clouds",30.62,30.62,30.62,36.6,70,105.3067,-5.1131,"2024-05-03 09:15:52.553436"
"5",1,"ID","Pringsewu","Clouds","scattered clouds",29.14,29.14,29.14,36.07,84,104.9744,-5.3582,"2024-05-03 09:15:53.148362"
"6",1,"ID","Palembang","Rain","moderate rain",31.05,31.05,31.05,38.05,74,104.7458,-2.9167,"2024-05-03 09:15:53.692004"
"7",1,"ID","Surabaya","Clouds","few clouds",31.97,31.97,31.97,36.42,58,112.7508,-7.2492,"2024-05-03 09:15:54.428906"
"8",1,"ID","Gresik","Clouds","broken clouds",31.95,31.95,31.95,37.88,63,112.6561,-7.1539,"2024-05-03 09:15:55.168373"
"9",1,"ID","Sidoarjo","Clouds","few clouds",31.98,31.98,31.98,36.44,58,112.7183,-7.4478,"2024-05-03 09:15:55.693802"
"10",1,"ID","Malang","Clouds","overcast clouds",26.67,26.67,26.67,29.25,83,112.6304,-7.9797,"2024-05-03 09:15:56.20567"
"11",1,"ID","Probolinggo","Clouds","overcast clouds",29.61,29.61,29.61,34.33,71,113.2159,-7.7543,"2024-05-03 09:15:56.741595"
"12",1,"ID","Semarang","Clouds","scattered clouds",33.96,33.96,33.96,38.99,52,110.4203,-6.9932,"2024-05-03 09:15:57.4174"
"13",1,"PH","Solo","Clouds","few clouds",30.79,30.79,30.79,36.47,68,120.9012,13.7469,"2024-05-03 09:15:58.040631"
"14",1,"ID","Yogyakarta","Clouds","overcast clouds",28.41,28.41,28.41,32.62,77,110.3608,-7.7828,"2024-05-03 09:15:58.780238"
"15",1,"ID","Medan","Rain","heavy intensity rain",29.92,29.92,29.92,36.87,78,98.6667,3.5833,"2024-05-03 09:15:59.460273"
"16",1,"ID","Tebing Tinggi","Rain","moderate rain",29.68,29.68,29.68,36.68,80,99.1623,3.3274,"2024-05-03 09:16:00.114207"
"17",1,"ID","Makassar","Clouds","few clouds",28.03,28.03,28.03,33.67,89,119.4221,-5.14,"2024-05-03 09:16:00.501966"
"18",1,"ID","Jakarta","Clouds","overcast clouds",29.22,28.94,33.07,34.24,75,106.8451,-6.2146,"2024-05-03 09:16:00.931988"
"19",1,"ID","Tangerang","Thunderstorm","thunderstorm",31.46,28.93,33.07,38.46,69,106.63,-6.1781,"2024-05-03 09:16:01.540317"
"20",1,"ID","Tangerang Selatan","Thunderstorm","thunderstorm",30.01,28.77,32.9,35.56,72,106.7085,-6.2955,"2024-05-03 09:16:02.217535"
"21",2,"ID","Tangerang Selatan","Rain","light rain",30.01,28.77,32.9,35.56,72,106.7085,-6.2955,"2024-05-03 09:16:02.217535"
"22",1,"ID","Bogor","Clouds","broken clouds",31.61,27.48,31.61,38.61,76,106.7892,-6.5944,"2024-05-03 09:16:02.932963"
"23",1,"ID","Depok","Clouds","broken clouds",30.35,28.44,32.58,37.27,75,106.8186,-6.4,"2024-05-03 09:16:03.490492"
"24",1,"ID","Bekasi","Clouds","overcast clouds",29.01,28.91,33.05,32.03,66,106.9896,-6.2349,"2024-05-03 09:16:04.071605"
"25",1,"ID","Manado","Clouds","scattered clouds",31.43,31.43,31.43,38.43,70,124.8455,1.487,"2024-05-03 09:16:04.542578"
"26",1,"ID","Jayapura","Rain","light rain",28.66,28.66,28.66,34.41,83,140.7,-2.5333,"2024-05-03 09:16:05.072334"
"27",1,"ID","Bandung","Clouds","overcast clouds",28.23,28.23,28.23,30.17,63,107.6186,-6.9039,"2024-05-03 09:16:05.705443"
"28",1,"ID","Pontianak","Clouds","scattered clouds",31.99,31.99,31.99,38.99,70,109.3333,-0.0333,"2024-05-03 09:16:06.460418"
"29",1,"ID","Ambon City","Clouds","scattered clouds",28.26,28.26,29.08,35.26,95,128.1814,-3.6954,"2024-05-03 09:16:07.079711"
"30",1,"ID","Bima","Clouds","broken clouds",28.73,28.73,28.73,34.2,81,118.7167,-8.4667,"2024-05-03 09:16:07.739315"
