"","X","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1",1,"ID","Samarinda","Clouds","scattered clouds",32.79,32.79,32.79,38.31,58,117.15,-0.5,"2024-05-22 03:18:11.50484"
"2",1,"ID","Balikpapan","Clouds","few clouds",29.55,29.55,29.55,36.55,84,116.8289,-1.2675,"2024-05-22 03:18:11.887132"
"3",1,"ID","Bandar Lampung","Clouds","broken clouds",29.69,29.69,29.69,34.07,69,105.258,-5.4254,"2024-05-22 03:18:12.167537"
"4",1,"ID","Metro","Clouds","broken clouds",29.65,29.65,29.65,33.98,69,105.3067,-5.1131,"2024-05-22 03:18:12.569288"
"5",1,"ID","Pringsewu","Clouds","broken clouds",31.27,31.27,31.27,36.52,64,104.9744,-5.3582,"2024-05-22 03:18:13.045667"
"6",1,"ID","Palembang","Clouds","broken clouds",31.05,31.05,31.05,38.05,74,104.7458,-2.9167,"2024-05-22 03:18:13.369125"
"7",1,"ID","Surabaya","Clouds","few clouds",30.97,30.97,30.97,37.52,70,112.7508,-7.2492,"2024-05-22 03:18:13.622059"
"8",1,"ID","Gresik","Clouds","broken clouds",30.95,30.95,30.95,34.74,60,112.6561,-7.1539,"2024-05-22 03:18:14.133162"
"9",1,"ID","Sidoarjo","Clouds","few clouds",30.98,30.98,30.98,36.39,66,112.7183,-7.4478,"2024-05-22 03:18:14.405869"
"10",1,"ID","Malang","Clouds","broken clouds",29.35,29.35,29.35,31.31,58,112.6304,-7.9797,"2024-05-22 03:18:14.830431"
"11",1,"ID","Probolinggo","Clouds","scattered clouds",31.01,31.01,31.01,34.38,58,113.2159,-7.7543,"2024-05-22 03:18:15.359677"
"12",1,"ID","Semarang","Clouds","few clouds",30.96,30.96,30.96,35.27,62,110.4203,-6.9932,"2024-05-22 03:18:15.850641"
"13",1,"PH","Solo","Clouds","scattered clouds",30.45,30.45,30.45,36.16,70,120.9012,13.7469,"2024-05-22 03:18:16.131635"
"14",1,"ID","Yogyakarta","Clouds","broken clouds",28.49,28.49,28.49,31.33,68,110.3608,-7.7828,"2024-05-22 03:18:16.391322"
"15",1,"ID","Medan","Rain","light rain",30.02,30.02,30.02,37.02,84,98.6667,3.5833,"2024-05-22 03:18:16.663954"
"16",1,"ID","Tebing Tinggi","Rain","light rain",26.89,26.89,26.89,29.95,85,99.1623,3.3274,"2024-05-22 03:18:17.159628"
"17",1,"ID","Makassar","Clouds","few clouds",33.03,33.03,33.03,40.03,62,119.4221,-5.14,"2024-05-22 03:18:17.49824"
"18",1,"ID","Jakarta","Haze","haze",31.05,31.05,31.96,35.47,62,106.8451,-6.2146,"2024-05-22 03:18:18.000805"
"19",1,"ID","Tangerang","Haze","haze",31.78,31.61,32.04,37.16,62,106.63,-6.1781,"2024-05-22 03:18:18.392933"
"20",1,"ID","Tangerang Selatan","Haze","haze",31.8,31.44,31.88,37.21,62,106.7085,-6.2955,"2024-05-22 03:18:18.833086"
"21",1,"ID","Bogor","Clouds","broken clouds",29.59,29.59,29.59,34.96,74,106.7892,-6.5944,"2024-05-22 03:18:19.150727"
"22",1,"ID","Depok","Haze","haze",31.55,31.12,31.55,35.5,58,106.8186,-6.4,"2024-05-22 03:18:19.499948"
"23",1,"ID","Bekasi","Haze","haze",32.02,31.59,32.02,36.53,58,106.9896,-6.2349,"2024-05-22 03:18:19.775631"
"24",1,"ID","Manado","Clouds","scattered clouds",31.43,31.43,31.43,38.43,74,124.8455,1.487,"2024-05-22 03:18:20.314497"
"25",1,"ID","Jayapura","Clouds","overcast clouds",31.66,31.66,31.66,38.66,69,140.7,-2.5333,"2024-05-22 03:18:20.704762"
"26",1,"ID","Bandung","Clouds","broken clouds",26.01,26.01,26.01,26.01,71,107.6186,-6.9039,"2024-05-22 03:18:21.097282"
"27",1,"ID","Pontianak","Clouds","scattered clouds",25.55,25.55,25.99,26.77,100,109.3333,-0.0333,"2024-05-22 03:18:21.556458"
"28",1,"ID","Ambon City","Clouds","scattered clouds",29.08,29.08,29.08,35.88,84,128.1814,-3.6954,"2024-05-22 03:18:22.065134"
"29",1,"ID","Bima","Clouds","scattered clouds",31.57,31.57,31.57,35.54,58,118.7167,-8.4667,"2024-05-22 03:18:22.412739"
"30",1,"ID","Banjarmasin","Clouds","broken clouds",31.08,31.08,31.08,35.27,61,114.591,-3.3244,"2024-05-22 03:18:22.886932"
"31",1,"ID","Palu","Clouds","few clouds",33.19,33.19,33.19,40.01,60,119.8707,-0.8917,"2024-05-22 03:18:23.19525"
"32",1,"ID","Kendari","Clouds","overcast clouds",26.51,26.51,26.51,26.51,90,122.4989,-3.945,"2024-05-22 03:18:23.467532"
"33",1,"ID","Gorontalo","Clouds","broken clouds",30.43,30.43,30.43,36.93,73,123.0595,0.5412,"2024-05-22 03:18:23.862156"
"34",1,"ID","Bitung","Clouds","scattered clouds",31.47,31.47,31.47,38.47,74,125.1824,1.4451,"2024-05-22 03:18:24.386123"
"35",1,"ID","Banda Aceh","Clouds","overcast clouds",30.23,30.23,30.23,34.62,66,95.3222,5.5577,"2024-05-22 03:18:24.870028"
"36",1,"ID","Pekanbaru","Rain","moderate rain",27.18,27.18,27.18,31.14,89,101.45,0.5333,"2024-05-22 03:18:25.246619"
"37",1,"ID","Padang","Clouds","overcast clouds",30.03,30.03,30.03,37.03,87,100.3543,-0.9492,"2024-05-22 03:18:25.638204"
"38",1,"ID","Kupang","Clouds","few clouds",34.32,34.32,34.32,41.32,62,123.5833,-10.1667,"2024-05-22 03:18:26.161832"
"39",1,"ID","Sorong","Clouds","broken clouds",28.09,28.09,28.09,32.49,81,131.25,-0.8833,"2024-05-22 03:18:26.526436"
"40",1,"ID","Denpasar","Clouds","scattered clouds",29.84,29.81,29.84,36.84,79,115.2167,-8.65,"2024-05-22 03:18:26.807108"
"41",1,"ID","Cirebon","Clouds","broken clouds",31.25,31.25,31.25,34.62,57,108.557,-6.7063,"2024-05-22 03:18:27.273235"
"42",1,"ID","Tasikmalaya","Clouds","overcast clouds",25.75,25.75,25.75,26.39,77,108.2207,-7.3274,"2024-05-22 03:18:27.608467"
"43",1,"ID","Samarinda","Rain","light rain",29.56,29.56,29.56,36.56,83,117.15,-0.5,"2024-05-22 06:20:25.19917"
"44",1,"ID","Balikpapan","Rain","light rain",29.55,29.55,29.55,36.55,84,116.8289,-1.2675,"2024-05-22 06:20:25.606485"
"45",1,"ID","Bandar Lampung","Clouds","broken clouds",29.73,29.73,29.73,35.09,73,105.258,-5.4254,"2024-05-22 06:20:26.138085"
"46",1,"ID","Metro","Clouds","broken clouds",31.54,31.54,31.54,36.59,62,105.3067,-5.1131,"2024-05-22 06:20:26.648736"
"47",1,"ID","Pringsewu","Clouds","broken clouds",31.14,31.14,31.14,37.37,68,104.9744,-5.3582,"2024-05-22 06:20:26.901092"
"48",1,"ID","Palembang","Clouds","broken clouds",29.05,29.05,29.05,35.79,84,104.7458,-2.9167,"2024-05-22 06:20:27.421533"
"49",1,"ID","Surabaya","Clouds","few clouds",31.97,31.97,31.97,36.42,58,112.7508,-7.2492,"2024-05-22 06:20:27.946769"
"50",1,"ID","Gresik","Clouds","broken clouds",31.95,31.95,31.95,34.27,50,112.6561,-7.1539,"2024-05-22 06:20:28.403873"
"51",1,"ID","Sidoarjo","Clouds","few clouds",31.98,31.98,31.98,36.44,58,112.7183,-7.4478,"2024-05-22 06:20:28.909046"
"52",1,"ID","Malang","Clouds","broken clouds",30.68,30.68,30.68,32.47,52,112.6304,-7.9797,"2024-05-22 06:20:29.18235"
"53",1,"ID","Probolinggo","Clouds","broken clouds",31.09,31.09,31.09,35.29,61,113.2159,-7.7543,"2024-05-22 06:20:29.669055"
"54",1,"ID","Semarang","Clouds","few clouds",33.96,33.96,33.96,37.97,49,110.4203,-6.9932,"2024-05-22 06:20:30.220399"
"55",1,"PH","Solo","Clouds","broken clouds",30.21,30.21,30.21,36.07,72,120.9012,13.7469,"2024-05-22 06:20:30.509843"
"56",1,"ID","Yogyakarta","Clouds","broken clouds",29.17,29.17,29.17,32.17,65,110.3608,-7.7828,"2024-05-22 06:20:30.750621"
"57",1,"ID","Medan","Clouds","scattered clouds",31.68,31.68,32.02,38.15,66,98.6667,3.5833,"2024-05-22 06:20:31.102821"
"58",1,"ID","Tebing Tinggi","Rain","light rain",29.26,29.26,29.26,33.92,73,99.1623,3.3274,"2024-05-22 06:20:31.492993"
"59",1,"ID","Makassar","Clouds","scattered clouds",33.03,33.03,33.03,40.03,62,119.4221,-5.14,"2024-05-22 06:20:31.931369"
"60",1,"ID","Jakarta","Haze","haze",33.36,32.72,33.94,38.3,54,106.8451,-6.2146,"2024-05-22 06:20:32.355239"
"61",1,"ID","Tangerang","Clouds","few clouds",33.04,32.72,33.93,38.57,57,106.63,-6.1781,"2024-05-22 06:20:32.832182"
"62",1,"ID","Tangerang Selatan","Clouds","few clouds",33.2,32.55,33.21,37.62,53,106.7085,-6.2955,"2024-05-22 06:20:33.335654"
"63",1,"ID","Bogor","Clouds","overcast clouds",31.59,31.59,31.92,37.92,66,106.7892,-6.5944,"2024-05-22 06:20:33.823795"
"64",1,"ID","Depok","Haze","haze",32.7,32.23,32.88,36.84,54,106.8186,-6.4,"2024-05-22 06:20:34.295993"
"65",1,"ID","Bekasi","Haze","haze",33.07,32.7,33.35,37.97,55,106.9896,-6.2349,"2024-05-22 06:20:34.62675"
"66",1,"ID","Manado","Clouds","scattered clouds",29.43,29.43,29.43,36.43,84,124.8455,1.487,"2024-05-22 06:20:34.987295"
"67",1,"ID","Jayapura","Clouds","overcast clouds",31.66,31.66,31.66,38.66,77,140.7,-2.5333,"2024-05-22 06:20:35.507218"
"68",1,"ID","Bandung","Clouds","broken clouds",26.01,26.01,26.01,26.01,71,107.6186,-6.9039,"2024-05-22 06:20:35.78423"
"69",1,"ID","Pontianak","Clouds","scattered clouds",28.88,28.88,28.99,35.88,88,109.3333,-0.0333,"2024-05-22 06:20:36.230562"
"70",1,"ID","Ambon City","Rain","light rain",30.49,29.08,30.49,37.49,95,128.1814,-3.6954,"2024-05-22 06:20:36.538635"
"71",1,"ID","Bima","Clouds","broken clouds",30.78,30.78,30.78,35.38,64,118.7167,-8.4667,"2024-05-22 06:20:36.893929"
"72",1,"ID","Banjarmasin","Clouds","broken clouds",29.08,29.08,29.08,32.9,70,114.591,-3.3244,"2024-05-22 06:20:37.270558"
