"","X","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1",1,"ID","Samarinda","Clouds","overcast clouds",23.92,23.92,23.92,24.93,98,117.15,-0.5,"2024-05-06 15:15:26.458798"
"2",1,"ID","Balikpapan","Clouds","few clouds",28.55,28.55,28.55,34.29,84,116.8289,-1.2675,"2024-05-06 15:15:26.907666"
"3",1,"ID","Bandar Lampung","Clouds","few clouds",24.2,24.2,24.2,25.18,96,105.258,-5.4254,"2024-05-06 15:15:27.51538"
"4",1,"ID","Metro","Clear","clear sky",25.08,25.08,25.08,26.05,92,105.3067,-5.1131,"2024-05-06 15:15:28.095253"
"5",1,"ID","Pringsewu","Clouds","scattered clouds",23.85,23.85,23.85,24.88,99,104.9744,-5.3582,"2024-05-06 15:15:28.639449"
"6",1,"ID","Palembang","Clouds","scattered clouds",27.05,27.05,27.05,30.77,89,104.7458,-2.9167,"2024-05-06 15:15:29.156912"
"7",1,"ID","Surabaya","Clouds","few clouds",27.97,27.97,27.97,31.72,78,112.7508,-7.2492,"2024-05-06 15:15:29.749596"
"8",1,"ID","Gresik","Clouds","few clouds",27.95,27.95,27.95,32.44,83,112.6561,-7.1539,"2024-05-06 15:15:30.24684"
"9",1,"ID","Sidoarjo","Clouds","few clouds",27.98,27.98,27.98,31.75,78,112.7183,-7.4478,"2024-05-06 15:15:30.866907"
"10",1,"ID","Malang","Clouds","scattered clouds",21.86,21.86,21.86,22.53,93,112.6304,-7.9797,"2024-05-06 15:15:31.510099"
"11",1,"ID","Probolinggo","Clear","clear sky",25.49,25.49,25.49,26.18,80,113.2159,-7.7543,"2024-05-06 15:15:31.968956"
"12",1,"ID","Semarang","Clouds","few clouds",28.96,28.96,28.96,32.64,70,110.4203,-6.9932,"2024-05-06 15:15:32.43132"
"13",1,"PH","Solo","Clouds","broken clouds",28.05,28.05,28.05,32.07,79,120.9012,13.7469,"2024-05-06 15:15:32.991149"
"14",1,"ID","Yogyakarta","Clouds","scattered clouds",23.56,23.56,23.56,24.35,91,110.3608,-7.7828,"2024-05-06 15:15:33.390054"
"15",1,"ID","Medan","Clouds","scattered clouds",29.02,29.02,29.02,35.7,84,98.6667,3.5833,"2024-05-06 15:15:33.826734"
"16",1,"ID","Tebing Tinggi","Clouds","few clouds",25.59,25.59,25.59,26.58,91,99.1623,3.3274,"2024-05-06 15:15:34.406188"
"17",1,"ID","Makassar","Clouds","scattered clouds",26.03,26.03,26.03,26.03,100,119.4221,-5.14,"2024-05-06 15:15:34.848908"
"18",1,"ID","Jakarta","Clouds","scattered clouds",29.2,27.72,29.49,33.77,73,106.8451,-6.2146,"2024-05-06 15:15:35.390633"
"19",1,"ID","Tangerang","Haze","haze",28.14,27.72,29.48,31.37,73,106.63,-6.1781,"2024-05-06 15:15:35.851028"
"20",1,"ID","Tangerang Selatan","Haze","haze",29.31,27.55,29.32,33.62,71,106.7085,-6.2955,"2024-05-06 15:15:36.400382"
"21",1,"ID","Bogor","Clear","clear sky",27.59,27.59,28.03,32.92,93,106.7892,-6.5944,"2024-05-06 15:15:37.00945"
"22",1,"ID","Depok","Clouds","scattered clouds",28.75,27.23,28.99,32.72,73,106.8186,-6.4,"2024-05-06 15:15:37.592821"
"23",1,"ID","Bekasi","Clouds","scattered clouds",29.09,27.7,29.46,33.71,74,106.9896,-6.2349,"2024-05-06 15:15:37.969382"
"24",1,"ID","Manado","Clouds","scattered clouds",25.43,25.43,25.43,26.64,100,124.8455,1.487,"2024-05-06 15:15:38.572615"
"25",1,"ID","Jayapura","Clouds","overcast clouds",25.66,25.66,25.66,26.66,91,140.7,-2.5333,"2024-05-06 15:15:38.924697"
"26",1,"ID","Bandung","Clear","clear sky",22.68,22.68,22.68,23.25,86,107.6186,-6.9039,"2024-05-06 15:15:39.400625"
"27",1,"ID","Pontianak","Clouds","few clouds",26.66,26.66,26.99,26.66,100,109.3333,-0.0333,"2024-05-06 15:15:39.900528"
"28",1,"ID","Ambon City","Clouds","scattered clouds",28.82,27.08,28.82,35.82,95,128.1814,-3.6954,"2024-05-06 15:15:40.52201"
"29",1,"ID","Bima","Clouds","scattered clouds",23.91,23.91,23.91,24.84,95,118.7167,-8.4667,"2024-05-06 15:15:41.044941"
"30",1,"ID","Banjarmasin","Clouds","overcast clouds",27.08,27.08,27.08,31.3,93,114.591,-3.3244,"2024-05-06 15:15:41.387995"
"31",1,"ID","Palu","Clouds","overcast clouds",25.3,25.3,25.3,26.47,99,119.8707,-0.8917,"2024-05-06 15:15:41.794492"
"32",1,"ID","Kendari","Clouds","overcast clouds",23.56,23.56,23.56,24.5,97,122.4989,-3.945,"2024-05-06 15:15:42.152824"
"33",1,"ID","Gorontalo","Clouds","overcast clouds",24.52,24.52,24.52,25.59,98,123.0595,0.5412,"2024-05-06 15:15:42.784486"
"34",1,"ID","Bitung","Clouds","overcast clouds",25.47,25.47,25.47,26.19,81,125.1824,1.4451,"2024-05-06 15:15:43.11886"
"35",1,"ID","Banda Aceh","Clouds","scattered clouds",27.82,27.82,27.82,31.65,80,95.3222,5.5577,"2024-05-06 15:15:43.567888"
"36",1,"ID","Pekanbaru","Clouds","few clouds",27.18,27.18,27.18,31.73,94,101.45,0.5333,"2024-05-06 15:15:44.011191"
"37",1,"ID","Padang","Clouds","overcast clouds",28.03,28.03,28.03,33.49,88,100.3543,-0.9492,"2024-05-06 15:15:44.448181"
"38",1,"ID","Kupang","Clouds","overcast clouds",29.32,29.32,29.32,36.32,84,123.5833,-10.1667,"2024-05-06 15:15:44.970351"
"39",1,"ID","Sorong","Rain","light rain",26.7,26.7,26.7,29.24,82,131.25,-0.8833,"2024-05-06 15:15:45.319577"
"40",1,"ID","Denpasar","Clouds","few clouds",26.51,26.51,26.81,26.51,88,115.2167,-8.65,"2024-05-06 15:15:45.930734"
"41",1,"ID","Samarinda","Clouds","broken clouds",23.56,23.56,23.56,24.56,99,117.15,-0.5,"2024-05-06 18:22:24.733076"
"42",1,"ID","Balikpapan","Clouds","broken clouds",28.55,28.55,28.55,34.29,84,116.8289,-1.2675,"2024-05-06 18:22:25.131738"
"43",1,"ID","Bandar Lampung","Clear","clear sky",24.01,24.01,24.01,24.97,96,105.258,-5.4254,"2024-05-06 18:22:25.506282"
"44",1,"ID","Metro","Clear","clear sky",24.74,24.74,24.74,25.7,93,105.3067,-5.1131,"2024-05-06 18:22:25.893428"
"45",1,"ID","Pringsewu","Clouds","scattered clouds",23.71,23.71,23.71,24.72,99,104.9744,-5.3582,"2024-05-06 18:22:26.368754"
"46",1,"ID","Palembang","Mist","mist",26.05,26.05,26.05,26.05,94,104.7458,-2.9167,"2024-05-06 18:22:26.774714"
"47",1,"ID","Surabaya","Clouds","few clouds",25.97,25.97,25.97,25.97,89,112.7508,-7.2492,"2024-05-06 18:22:27.321038"
"48",1,"ID","Gresik","Clouds","scattered clouds",25.95,25.95,25.95,25.95,84,112.6561,-7.1539,"2024-05-06 18:22:27.825223"
"49",1,"ID","Sidoarjo","Clouds","few clouds",25.98,25.98,25.98,25.98,89,112.7183,-7.4478,"2024-05-06 18:22:28.374537"
"50",1,"ID","Malang","Clouds","few clouds",20.94,20.94,20.94,21.47,91,112.6304,-7.9797,"2024-05-06 18:22:28.944859"
"51",1,"ID","Probolinggo","Clear","clear sky",25.3,25.3,25.3,25.95,79,113.2159,-7.7543,"2024-05-06 18:22:29.400553"
"52",1,"ID","Semarang","Clear","clear sky",26.96,26.96,26.96,29.47,78,110.4203,-6.9932,"2024-05-06 18:22:29.793101"
"53",1,"PH","Solo","Clouds","broken clouds",27.01,27.01,27.01,30.05,83,120.9012,13.7469,"2024-05-06 18:22:30.203707"
"54",1,"ID","Yogyakarta","Clouds","few clouds",22.87,22.87,22.87,23.64,93,110.3608,-7.7828,"2024-05-06 18:22:30.790929"
"55",1,"ID","Medan","Haze","haze",26.68,26.68,27.02,30.18,94,98.6667,3.5833,"2024-05-06 18:22:31.228759"
"56",1,"ID","Tebing Tinggi","Clouds","broken clouds",25.32,25.32,25.32,26.39,95,99.1623,3.3274,"2024-05-06 18:22:31.858684"
"57",1,"ID","Makassar","Clouds","scattered clouds",26.03,26.03,26.03,26.03,100,119.4221,-5.14,"2024-05-06 18:22:32.35942"
"58",1,"ID","Jakarta","Clear","clear sky",28.37,27.72,28.38,32.03,74,106.8451,-6.2146,"2024-05-06 18:22:32.831227"
"59",1,"ID","Tangerang","Haze","haze",27.84,27.72,28.37,31.42,78,106.63,-6.1781,"2024-05-06 18:22:33.382401"
"60",1,"ID","Tangerang Selatan","Haze","haze",28.2,27.55,28.21,31.65,74,106.7085,-6.2955,"2024-05-06 18:22:33.799206"
"61",1,"ID","Bogor","Clear","clear sky",26.92,26.92,26.92,30.81,93,106.7892,-6.5944,"2024-05-06 18:22:34.284345"
"62",1,"ID","Depok","Clear","clear sky",27.88,27.23,27.88,30.96,74,106.8186,-6.4,"2024-05-06 18:22:34.743994"
"63",1,"ID","Bekasi","Clear","clear sky",28.35,27.7,28.35,32.31,76,106.9896,-6.2349,"2024-05-06 18:22:35.260514"
"64",1,"ID","Manado","Rain","light rain",25.43,25.43,25.43,26.64,100,124.8455,1.487,"2024-05-06 18:22:35.775157"
"65",1,"ID","Jayapura","Rain","moderate rain",24.66,24.66,24.66,25.61,93,140.7,-2.5333,"2024-05-06 18:22:36.188936"
"66",1,"ID","Bandung","Clear","clear sky",22.68,22.68,23.21,23.25,86,107.6186,-6.9039,"2024-05-06 18:22:36.556025"
"67",1,"ID","Pontianak","Clouds","scattered clouds",25.55,25.55,25.99,26.77,100,109.3333,-0.0333,"2024-05-06 18:22:37.009065"
"68",1,"ID","Ambon City","Clouds","scattered clouds",27.15,25.08,27.15,31.76,95,128.1814,-3.6954,"2024-05-06 18:22:37.633118"
"69",1,"ID","Bima","Clouds","broken clouds",23.47,23.47,23.47,24.38,96,118.7167,-8.4667,"2024-05-06 18:22:38.059468"
"70",1,"ID","Banjarmasin","Clouds","overcast clouds",27.08,27.08,27.08,31.53,95,114.591,-3.3244,"2024-05-06 18:22:38.440986"
"71",1,"ID","Palu","Clouds","overcast clouds",25.13,25.13,25.13,26.26,98,119.8707,-0.8917,"2024-05-06 18:22:39.078527"
"72",1,"ID","Kendari","Clouds","overcast clouds",23.55,23.55,23.55,24.49,97,122.4989,-3.945,"2024-05-06 18:22:39.587008"
"73",1,"ID","Gorontalo","Clouds","overcast clouds",24.08,24.08,24.08,25.1,98,123.0595,0.5412,"2024-05-06 18:22:40.307059"
"74",1,"ID","Bitung","Clouds","overcast clouds",25.47,25.47,25.47,26.24,83,125.1824,1.4451,"2024-05-06 18:22:40.902493"
"75",1,"ID","Banda Aceh","Clouds","broken clouds",27.93,27.93,27.93,31.78,79,95.3222,5.5577,"2024-05-06 18:22:41.45169"
"76",1,"ID","Pekanbaru","Clouds","few clouds",26.18,26.18,26.18,26.18,94,101.45,0.5333,"2024-05-06 18:22:41.954687"
"77",1,"ID","Padang","Rain","moderate rain",27.03,27.03,27.03,30.71,89,100.3543,-0.9492,"2024-05-06 18:22:42.498056"
"78",1,"ID","Kupang","Clouds","broken clouds",28.32,28.32,28.32,35.32,94,123.5833,-10.1667,"2024-05-06 18:22:43.013634"
"79",1,"ID","Sorong","Rain","moderate rain",25.31,25.31,25.31,26.35,94,131.25,-0.8833,"2024-05-06 18:22:43.459086"
"80",1,"ID","Denpasar","Clouds","broken clouds",26.51,26.51,26.81,26.51,94,115.2167,-8.65,"2024-05-06 18:22:44.045854"
"81",1,"ID","Samarinda","Clouds","overcast clouds",23.48,23.48,23.48,24.47,99,117.15,-0.5,"2024-05-06 21:14:39.441802"
"82",1,"ID","Balikpapan","Clouds","scattered clouds",28.55,28.55,28.55,34.29,84,116.8289,-1.2675,"2024-05-06 21:14:39.999686"
"83",1,"ID","Bandar Lampung","Clear","clear sky",23.6,23.6,23.6,24.55,97,105.258,-5.4254,"2024-05-06 21:14:40.726551"
"84",1,"ID","Metro","Clear","clear sky",24.41,24.41,24.41,25.33,93,105.3067,-5.1131,"2024-05-06 21:14:41.39879"
"85",1,"ID","Pringsewu","Clouds","few clouds",23.46,23.46,23.46,24.45,99,104.9744,-5.3582,"2024-05-06 21:14:42.168204"
"86",1,"ID","Palembang","Clouds","overcast clouds",24.88,24.88,24.88,25.96,97,104.7458,-2.9167,"2024-05-06 21:14:42.810852"
"87",1,"ID","Surabaya","Haze","haze",24.97,24.97,24.97,25.98,94,112.7508,-7.2492,"2024-05-06 21:14:43.56843"
"88",1,"ID","Gresik","Clouds","scattered clouds",24.95,24.95,24.95,25.82,89,112.6561,-7.1539,"2024-05-06 21:14:44.241709"
"89",1,"ID","Sidoarjo","Haze","haze",24.98,24.98,24.98,25.99,94,112.7183,-7.4478,"2024-05-06 21:14:44.991695"
"90",1,"ID","Malang","Clear","clear sky",20.75,20.75,20.75,21.18,88,112.6304,-7.9797,"2024-05-06 21:14:45.488075"
"91",1,"ID","Probolinggo","Clouds","broken clouds",24.63,24.63,24.63,25.16,77,113.2159,-7.7543,"2024-05-06 21:14:46.084046"
"92",1,"ID","Semarang","Clear","clear sky",24.96,24.96,24.96,25.81,88,110.4203,-6.9932,"2024-05-06 21:14:46.717655"
"93",1,"PH","Solo","Clouds","broken clouds",26.27,26.27,26.27,26.27,81,120.9012,13.7469,"2024-05-06 21:14:47.230101"
"94",1,"ID","Yogyakarta","Clear","clear sky",22.19,22.19,22.19,22.87,92,110.3608,-7.7828,"2024-05-06 21:14:47.871925"
"95",1,"ID","Medan","Haze","haze",26.68,26.68,27.02,30.18,94,98.6667,3.5833,"2024-05-06 21:14:48.571378"
"96",1,"ID","Tebing Tinggi","Clouds","overcast clouds",24.24,24.24,24.24,25.28,98,99.1623,3.3274,"2024-05-06 21:14:49.17135"
"97",1,"ID","Makassar","Clouds","few clouds",25.03,25.03,25.03,26.2,100,119.4221,-5.14,"2024-05-06 21:14:49.791304"
"98",1,"ID","Jakarta","Clear","clear sky",27.2,26.61,28.62,30.19,80,106.8451,-6.2146,"2024-05-06 21:14:50.30889"
"99",1,"ID","Tangerang","Haze","haze",26.83,26.61,28.62,29.54,82,106.63,-6.1781,"2024-05-06 21:14:50.788981"
"100",1,"ID","Tangerang Selatan","Haze","haze",27.53,26.44,28.45,30.71,78,106.7085,-6.2955,"2024-05-06 21:14:51.468427"
"101",1,"ID","Bogor","Clear","clear sky",27.16,25.81,27.16,31.67,94,106.7892,-6.5944,"2024-05-06 21:14:51.997322"
"102",1,"ID","Depok","Clouds","few clouds",27.4,26.12,28.13,30.65,80,106.8186,-6.4,"2024-05-06 21:14:52.641039"
"103",1,"ID","Bekasi","Clear","clear sky",27.22,26.59,28.6,30.02,78,106.9896,-6.2349,"2024-05-06 21:14:53.209185"
"104",1,"ID","Manado","Rain","light rain",25.43,25.43,25.43,26.48,94,124.8455,1.487,"2024-05-06 21:14:53.689898"
"105",1,"ID","Jayapura","Rain","light rain",25.66,25.66,25.66,26.68,92,140.7,-2.5333,"2024-05-06 21:14:54.384947"
"106",1,"ID","Bandung","Clear","clear sky",22.68,22.68,22.68,23.25,86,107.6186,-6.9039,"2024-05-06 21:14:55.160653"
"107",1,"ID","Pontianak","Clouds","scattered clouds",25.55,25.55,25.99,26.77,100,109.3333,-0.0333,"2024-05-06 21:14:55.814384"
"108",1,"ID","Ambon City","Thunderstorm","thunderstorm with light rain",26.6,25.08,26.6,26.6,95,128.1814,-3.6954,"2024-05-06 21:14:56.462723"
"109",2,"ID","Ambon City","Rain","light rain",26.6,25.08,26.6,26.6,95,128.1814,-3.6954,"2024-05-06 21:14:56.462723"
"110",1,"ID","Bima","Clouds","broken clouds",23.45,23.45,23.45,24.38,97,118.7167,-8.4667,"2024-05-06 21:14:57.214805"
"111",1,"ID","Banjarmasin","Clouds","overcast clouds",26.08,26.08,26.08,26.08,95,114.591,-3.3244,"2024-05-06 21:14:57.767298"
"112",1,"ID","Palu","Clouds","overcast clouds",24.99,24.99,24.99,26.1,98,119.8707,-0.8917,"2024-05-06 21:14:58.461877"
"113",1,"ID","Kendari","Clouds","overcast clouds",23.19,23.19,23.19,24.1,97,122.4989,-3.945,"2024-05-06 21:14:59.302754"
"114",1,"ID","Gorontalo","Clouds","overcast clouds",23.76,23.76,23.76,24.75,98,123.0595,0.5412,"2024-05-06 21:14:59.821512"
"115",1,"ID","Bitung","Clouds","overcast clouds",25.47,25.47,25.47,26.24,83,125.1824,1.4451,"2024-05-06 21:15:00.4777"
"116",1,"ID","Banda Aceh","Clouds","overcast clouds",27.66,27.66,27.66,31.27,80,95.3222,5.5577,"2024-05-06 21:15:01.007217"
"117",1,"ID","Pekanbaru","Clouds","broken clouds",25.18,25.18,25.18,26.36,100,101.45,0.5333,"2024-05-06 21:15:01.655945"
"118",1,"ID","Padang","Clouds","overcast clouds",26.03,26.03,26.03,26.03,89,100.3543,-0.9492,"2024-05-06 21:15:02.289482"
"119",1,"ID","Kupang","Clouds","few clouds",28.32,28.32,28.32,35.32,94,123.5833,-10.1667,"2024-05-06 21:15:03.043155"
"120",1,"ID","Sorong","Clouds","overcast clouds",25.27,25.27,25.27,26.31,94,131.25,-0.8833,"2024-05-06 21:15:03.648072"
