"","X","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","pressure","wind_spd","humidity","lon","lat","time"
"1",1,"ID","Samarinda","Clouds","broken clouds",28.54,28.54,28.54,32.94,1012,1.83,77,117.15,-0.5,"2024-08-09 02:32:13.6388"
"2",1,"ID","Balikpapan","Rain","light rain",24.55,24.55,24.55,25.36,1012,2.57,88,116.8289,-1.2675,"2024-08-09 02:32:14.073841"
"3",1,"ID","Bandar Lampung","Clouds","overcast clouds",28.51,28.51,28.51,32.01,1013,2.12,72,105.258,-5.4254,"2024-08-09 02:32:14.574489"
"4",1,"ID","Metro","Clouds","overcast clouds",28.63,28.63,28.63,32.62,1013,2.95,74,105.3067,-5.1131,"2024-08-09 02:32:14.986481"
"5",1,"ID","Pringsewu","Clouds","overcast clouds",25.97,25.97,25.97,25.97,1013,0.61,86,104.9744,-5.3582,"2024-08-09 02:32:15.3844"
"6",1,"ID","Palembang","Clouds","overcast clouds",30.07,30.07,30.07,34.26,1012,3.54,66,104.7458,-2.9167,"2024-08-09 02:32:15.701087"
"7",1,"ID","Surabaya","Clouds","few clouds",29.97,29.97,29.97,33.18,1013,3.09,62,112.7508,-7.2492,"2024-08-09 02:32:16.153263"
"8",1,"ID","Gresik","Clear","clear sky",31.45,31.45,31.45,33.82,1013,4.36,52,112.6561,-7.1539,"2024-08-09 02:32:16.60221"
"9",1,"ID","Sidoarjo","Clouds","few clouds",29.98,29.98,29.98,33.2,1013,3.09,62,112.7183,-7.4478,"2024-08-09 02:32:16.975974"
"10",1,"ID","Malang","Clear","clear sky",29.68,29.68,29.68,30.73,1014,1.27,51,112.6304,-7.9797,"2024-08-09 02:32:17.279855"
"11",1,"ID","Probolinggo","Clear","clear sky",30.74,30.74,30.74,32.98,1013,2.88,54,113.2159,-7.7543,"2024-08-09 02:32:17.563106"
"12",1,"ID","Semarang","Clouds","few clouds",29.96,29.96,31.72,32.37,1013,3.6,58,110.4203,-6.9932,"2024-08-09 02:32:18.024667"
"13",1,"PH","Solo","Clouds","broken clouds",29.1,29.1,29.1,34.15,1010,5.22,76,120.9012,13.7469,"2024-08-09 02:32:18.492585"
"14",1,"ID","Yogyakarta","Clouds","broken clouds",28.84,28.84,28.84,30.91,1013,1.93,61,110.3608,-7.7828,"2024-08-09 02:32:18.913403"
"15",1,"ID","Medan","Haze","haze",28.02,28.02,28.02,33.64,1011,3.6,89,98.6667,3.5833,"2024-08-09 02:32:19.245106"
"16",1,"ID","Tebing Tinggi","Rain","moderate rain",29.02,29.02,29.02,32.23,1011,1.7,67,99.1623,3.3274,"2024-08-09 02:32:19.522868"
"17",1,"ID","Makassar","Clouds","few clouds",30.03,30.03,30.03,29.4,1012,2.06,37,119.4221,-5.14,"2024-08-09 02:32:20.045322"
"18",1,"ID","Jakarta","Haze","haze",30.05,30.05,30.72,33.34,1012,2.06,62,106.8451,-6.2146,"2024-08-09 02:32:20.55481"
"19",1,"ID","Tangerang","Haze","haze",29.95,29.94,30.71,33.99,1012,2.06,66,106.63,-6.1781,"2024-08-09 02:32:20.861785"
"20",1,"ID","Tangerang Selatan","Haze","haze",30.55,29.79,30.55,33.91,1012,2.06,60,106.7085,-6.2955,"2024-08-09 02:32:21.212538"
"21",1,"ID","Bogor","Clouds","broken clouds",31.61,30.33,31.61,35.63,1013,2.12,58,106.7892,-6.5944,"2024-08-09 02:32:21.566143"
"22",1,"ID","Depok","Haze","haze",29.93,29.55,31.3,32.9,1012,2.06,61,106.8186,-6.4,"2024-08-09 02:32:21.935252"
"23",1,"ID","Bekasi","Haze","haze",30.02,30.02,30.02,33.28,1012,2.06,62,106.9896,-6.2349,"2024-08-09 02:32:22.261639"
"24",1,"ID","Manado","Clouds","scattered clouds",30.43,30.43,30.43,35.08,1011,5.66,66,124.8455,1.487,"2024-08-09 02:32:22.711332"
"25",1,"ID","Jayapura","Clouds","scattered clouds",26.87,26.87,26.87,28.72,1010,2.44,71,140.7,-2.5333,"2024-08-09 02:32:23.06478"
"26",1,"ID","Bandung","Clouds","scattered clouds",25.46,25.46,30.06,25.78,1014,1.79,66,107.6186,-6.9039,"2024-08-09 02:32:23.600547"
"27",1,"ID","Pontianak","Clouds","few clouds",28.99,28.99,28.99,35.99,1011,1.03,89,109.3333,-0.0333,"2024-08-09 02:32:24.030007"
"28",1,"ID","Ambon City","Clouds","scattered clouds",28.26,27.08,28.26,35.26,1013,4.12,95,128.1814,-3.6954,"2024-08-09 02:32:24.451928"
"29",1,"ID","Bima","Clouds","few clouds",31.8,31.8,31.8,33.33,1014,2.81,47,118.7167,-8.4667,"2024-08-09 02:32:24.981851"
"30",1,"ID","Banjarmasin","Clouds","broken clouds",29.03,29.03,29.03,32.79,1013,1.29,70,114.591,-3.3244,"2024-08-09 02:32:25.447556"
"31",1,"ID","Palu","Clouds","scattered clouds",32.41,32.41,32.41,37.1,1012,1.15,57,119.8707,-0.8917,"2024-08-09 02:32:25.967879"
"32",1,"ID","Kendari","Clear","clear sky",28.8,28.8,28.8,30.28,1015,1.62,57,122.4989,-3.945,"2024-08-09 02:32:26.405519"
"33",1,"ID","Gorontalo","Clouds","overcast clouds",30.1,30.1,30.1,33.23,1013,4.32,61,123.0595,0.5412,"2024-08-09 02:32:26.866229"
"34",1,"ID","Bitung","Clouds","overcast clouds",27.91,27.91,27.91,30.89,1012,7.3,73,125.1824,1.4451,"2024-08-09 02:32:27.360814"
"35",1,"ID","Banda Aceh","Clouds","overcast clouds",28.91,28.91,28.91,32.35,1012,2,69,95.3222,5.5577,"2024-08-09 02:32:27.61621"
"36",1,"ID","Pekanbaru","Clouds","scattered clouds",28.18,28.18,28.18,32.23,1012,5.66,78,101.45,0.5333,"2024-08-09 02:32:27.890836"
"37",1,"ID","Padang","Clouds","overcast clouds",29.93,29.93,29.93,33.52,1011,1.03,64,100.3543,-0.9492,"2024-08-09 02:32:28.249715"
"38",1,"ID","Kupang","Clouds","few clouds",33.32,33.32,33.32,33.86,1014,11.32,38,123.5833,-10.1667,"2024-08-09 02:32:28.512205"
"39",1,"ID","Sorong","Clouds","overcast clouds",28.57,28.57,28.57,32.31,1012,5.47,73,131.25,-0.8833,"2024-08-09 02:32:29.037109"
"40",1,"ID","Denpasar","Clouds","broken clouds",26.81,26.81,26.81,29.58,1014,8.75,83,115.2167,-8.65,"2024-08-09 02:32:29.409216"
"41",1,"ID","Cirebon","Clear","clear sky",29.86,29.86,29.86,32.38,1013,4.09,59,108.557,-6.7063,"2024-08-09 02:32:29.855565"
"42",1,"ID","Tasikmalaya","Clouds","overcast clouds",24.9,24.9,24.9,25.64,1015,1.53,84,108.2207,-7.3274,"2024-08-09 02:32:30.1461"
"43",1,"ID","Samarinda","Clouds","broken clouds",28.71,28.71,28.71,33.75,1011,1.45,79,117.15,-0.5,"2024-08-09 04:10:40.699335"
"44",1,"ID","Balikpapan","Clouds","broken clouds",25.55,25.55,25.55,26.48,1011,4.12,89,116.8289,-1.2675,"2024-08-09 04:10:41.105465"
"45",1,"ID","Bandar Lampung","Clouds","overcast clouds",29.51,29.51,29.51,33.45,1012,2.72,68,105.258,-5.4254,"2024-08-09 04:10:41.74539"
"46",1,"ID","Metro","Clouds","overcast clouds",30.12,30.12,30.12,34.37,1012,3.84,66,105.3067,-5.1131,"2024-08-09 04:10:42.147074"
"47",1,"ID","Pringsewu","Clouds","overcast clouds",29.7,29.7,29.7,34.1,1012,1.89,69,104.9744,-5.3582,"2024-08-09 04:10:42.553587"
"48",1,"ID","Palembang","Clouds","scattered clouds",31.05,31.05,31.05,37.73,1011,4.63,70,104.7458,-2.9167,"2024-08-09 04:10:42.92554"
"49",1,"ID","Surabaya","Clouds","few clouds",30.97,30.97,30.97,34.3,1012,5.66,58,112.7508,-7.2492,"2024-08-09 04:10:43.436057"
"50",1,"ID","Gresik","Clear","clear sky",30.95,30.95,30.95,32.16,1012,3.55,48,112.6561,-7.1539,"2024-08-09 04:10:43.939567"
"51",1,"ID","Sidoarjo","Clouds","few clouds",30.98,30.98,30.98,34.32,1012,5.66,58,112.7183,-7.4478,"2024-08-09 04:10:44.333316"
"52",1,"ID","Malang","Clear","clear sky",31.39,31.39,31.39,32.28,1013,1.33,45,112.6304,-7.9797,"2024-08-09 04:10:44.961527"
"53",1,"ID","Probolinggo","Clear","clear sky",30.82,30.82,30.82,33.55,1012,3.88,56,113.2159,-7.7543,"2024-08-09 04:10:45.502095"
"54",1,"ID","Semarang","Clouds","few clouds",31.96,31.72,31.96,34.53,1011,5.66,51,110.4203,-6.9932,"2024-08-09 04:10:45.867129"
"55",1,"PH","Solo","Clouds","broken clouds",29.36,29.36,29.36,34.6,1009,4.4,75,120.9012,13.7469,"2024-08-09 04:10:46.317213"
"56",1,"ID","Yogyakarta","Clouds","broken clouds",30.97,30.97,30.97,33.18,1012,2,53,110.3608,-7.7828,"2024-08-09 04:10:46.732466"
"57",1,"ID","Medan","Rain","light rain",30.02,30.02,30.02,36.09,1011,4.12,74,98.6667,3.5833,"2024-08-09 04:10:47.076353"
"58",1,"ID","Tebing Tinggi","Rain","heavy intensity rain",29.29,29.29,29.29,32.78,1011,1.96,67,99.1623,3.3274,"2024-08-09 04:10:47.456313"
"59",1,"ID","Makassar","Clouds","few clouds",33.03,33.03,33.03,31.41,1011,2.57,25,119.4221,-5.14,"2024-08-09 04:10:48.073963"
"60",1,"ID","Jakarta","Clouds","few clouds",32.12,30.72,33.05,35.35,1011,5.14,53,106.8451,-6.2146,"2024-08-09 04:10:48.459867"
"61",1,"ID","Tangerang","Clouds","few clouds",31.63,30.71,33.04,35.67,1011,5.14,58,106.63,-6.1781,"2024-08-09 04:10:48.832741"
"62",1,"ID","Tangerang Selatan","Clouds","few clouds",31.05,30.55,32.88,34.22,1011,5.14,57,106.7085,-6.2955,"2024-08-09 04:10:49.322235"
"63",1,"ID","Bogor","Clouds","scattered clouds",30.33,29.26,32.55,37.33,1012,2.42,86,106.7892,-6.5944,"2024-08-09 04:10:49.858325"
"64",1,"ID","Depok","Clouds","few clouds",31.35,30.22,32.55,36.15,1012,5.14,62,106.8186,-6.4,"2024-08-09 04:10:50.463647"
"65",1,"ID","Bekasi","Clouds","few clouds",32.72,30.69,33.02,35.46,1011,5.14,49,106.9896,-6.2349,"2024-08-09 04:10:51.266018"
"66",1,"ID","Manado","Clouds","scattered clouds",30.43,30.43,30.43,34.12,1011,6.69,62,124.8455,1.487,"2024-08-09 04:10:51.822023"
"67",1,"ID","Jayapura","Clouds","scattered clouds",32.66,32.66,32.66,39.66,1009,2.5,76,140.7,-2.5333,"2024-08-09 04:10:52.290604"
"68",1,"ID","Bandung","Clouds","scattered clouds",31.01,31.01,31.73,33.46,1013,1.79,54,107.6186,-6.9039,"2024-08-09 04:10:52.754572"
"69",1,"ID","Pontianak","Clouds","broken clouds",29.99,29.99,29.99,36.99,1010,2.57,84,109.3333,-0.0333,"2024-08-09 04:10:53.209733"
"70",1,"ID","Ambon City","Clouds","scattered clouds",28.82,26.08,28.82,35.82,1012,3.09,95,128.1814,-3.6954,"2024-08-09 04:10:53.82115"
"71",1,"ID","Bima","Clouds","few clouds",33.27,33.27,33.27,34.21,1012,2.91,40,118.7167,-8.4667,"2024-08-09 04:10:54.243596"
"72",1,"ID","Banjarmasin","Clouds","broken clouds",29.08,29.08,29.08,32,1012,2.72,65,114.591,-3.3244,"2024-08-09 04:10:54.645964"
"73",1,"ID","Palu","Clouds","broken clouds",32.72,32.72,32.72,37.19,1011,1.92,55,119.8707,-0.8917,"2024-08-09 04:10:55.183096"
"74",1,"ID","Kendari","Clouds","broken clouds",27.68,27.68,27.68,28.89,1013,2.58,59,122.4989,-3.945,"2024-08-09 04:10:55.779341"
"75",1,"ID","Gorontalo","Clouds","overcast clouds",30.26,30.26,30.26,33.33,1012,4.44,60,123.0595,0.5412,"2024-08-09 04:10:56.221921"
"76",1,"ID","Bitung","Clouds","overcast clouds",30.47,30.47,30.47,36.48,1011,7.76,71,125.1824,1.4451,"2024-08-09 04:10:56.839833"
"77",1,"ID","Banda Aceh","Clouds","overcast clouds",29.47,29.47,29.47,32.77,1011,2.19,65,95.3222,5.5577,"2024-08-09 04:10:57.47106"
"78",1,"ID","Pekanbaru","Clouds","broken clouds",29.18,29.18,29.18,33.93,1011,5.66,74,101.45,0.5333,"2024-08-09 04:10:57.892559"
"79",1,"ID","Padang","Clouds","overcast clouds",31.03,31.03,31.03,35.95,1010,2.63,64,100.3543,-0.9492,"2024-08-09 04:10:58.355233"
"80",1,"ID","Kupang","Clouds","few clouds",32.32,32.32,32.32,32.74,1013,8.75,40,123.5833,-10.1667,"2024-08-09 04:10:58.833215"
"81",1,"ID","Sorong","Clouds","overcast clouds",28.08,28.08,28.08,32.14,1010,5.9,79,131.25,-0.8833,"2024-08-09 04:10:59.291512"
"82",1,"ID","Denpasar","Clouds","broken clouds",27.81,27.81,27.81,31.35,1014,8.23,78,115.2167,-8.65,"2024-08-09 04:10:59.806549"
"83",1,"ID","Cirebon","Clear","clear sky",31.83,31.83,31.83,35.03,1011,4.23,54,108.557,-6.7063,"2024-08-09 04:11:00.153935"
"84",1,"ID","Tasikmalaya","Clouds","overcast clouds",26.2,26.2,26.2,26.2,1014,2.07,77,108.2207,-7.3274,"2024-08-09 04:11:00.702922"
"85",1,"ID","Samarinda","Clouds","broken clouds",28.53,28.53,28.53,33.84,1009,1.44,82,117.15,-0.5,"2024-08-09 06:11:21.211037"
"86",1,"ID","Balikpapan","Clouds","scattered clouds",27.55,27.55,27.55,30.75,1009,3.09,78,116.8289,-1.2675,"2024-08-09 06:11:21.593103"
