"","X","negara","kota","kondisi","detail_kondisi","suhu","suhu_min","suhu_max","feel_like","humidity","lon","lat","time"
"1",1,"ID","Samarinda","Clouds","broken clouds",27.7,27.7,27.7,33.28,93,117.15,-0.5,"2024-05-13 09:16:09.458769"
"2",1,"ID","Balikpapan","Clouds","few clouds",29.16,29.16,29.16,33.88,74,116.8289,-1.2675,"2024-05-13 09:16:09.87637"
"3",1,"ID","Bandar Lampung","Clouds","overcast clouds",28.68,28.68,28.68,33.67,79,105.258,-5.4254,"2024-05-13 09:16:10.306326"
"4",1,"ID","Metro","Rain","light rain",28.5,28.5,28.5,33.38,80,105.3067,-5.1131,"2024-05-13 09:16:10.867109"
"5",1,"ID","Pringsewu","Clouds","overcast clouds",27.98,27.98,27.98,33.34,88,104.9744,-5.3582,"2024-05-13 09:16:11.392474"
"6",1,"ID","Palembang","Rain","moderate rain",29.05,29.05,29.05,35.79,84,104.7458,-2.9167,"2024-05-13 09:16:12.211923"
"7",1,"ID","Surabaya","Clouds","few clouds",31.97,31.97,31.97,38.92,66,112.7508,-7.2492,"2024-05-13 09:16:12.701524"
"8",1,"ID","Gresik","Clouds","overcast clouds",31.95,31.95,31.95,38.53,65,112.6561,-7.1539,"2024-05-13 09:16:13.147281"
"9",1,"ID","Sidoarjo","Clouds","few clouds",31.98,31.98,31.98,38.95,66,112.7183,-7.4478,"2024-05-13 09:16:13.54953"
"10",1,"ID","Malang","Clouds","overcast clouds",27.46,27.46,27.46,30.32,76,112.6304,-7.9797,"2024-05-13 09:16:13.909497"
"11",1,"ID","Probolinggo","Clouds","overcast clouds",28.87,28.87,28.87,32.99,73,113.2159,-7.7543,"2024-05-13 09:16:14.514766"
"12",1,"ID","Semarang","Clouds","few clouds",33.96,33.96,33.96,37.97,49,110.4203,-6.9932,"2024-05-13 09:16:14.956837"
"13",1,"PH","Solo","Clear","clear sky",30.82,30.82,30.82,37.41,71,120.9012,13.7469,"2024-05-13 09:16:15.602874"
"14",1,"ID","Yogyakarta","Clouds","overcast clouds",28.41,28.41,28.41,31.95,73,110.3608,-7.7828,"2024-05-13 09:16:16.082041"
